Município;1991;2000;2010;Total
250030 ALAGOA GRANDE;2,35;9,44;9,62;7,45
250040 ALAGOA NOVA;4,08;10,85;6,67;7,03
250050 ALAGOINHA;1,42;12,41;6,52;7,39
250053 ALCANTIL;...;21,59;3,2;11,76
250057 ALGODAO DE JANDAIRA;...;4,26;6,96;5,49
250060 ALHANDRA;3,16;14,85;12,85;10,98
250070 SAO JOAO DO RIO DO PEIXE;5,24;11,52;6,74;7,64
250073 AMPARO;...;5,55;9,83;8,21
250077 APARECIDA;...;7,82;8,66;8,24
250080 ARACAGI;6,49;5,26;5,32;5,62
250090 ARARA;3,95;4,82;4,2;4,34
250100 ARARUNA;2,25;10,06;5,88;6,16
250110 AREIA;2,12;14,05;6,66;7,87
250115 AREIA DE BARAUNAS;...;6,27;6,21;6,24
250120 AREIAL;2,33;4,76;5,49;4,33
250130 AROEIRAS;1,23;8,32;5,78;4,8
250135 ASSUNCAO;...;20,21;7,72;12,82
250140 BAIA DA TRAICAO;3,02;11,75;9,38;8,81
250150 BANANEIRAS;1,06;13,49;6,16;7,32
250153 BARAUNA;...;10,39;6,83;8,7
250157 BARRA DE SANTANA;...;8,54;5,57;6,96
250160 BARRA DE SANTA ROSA;2,6;9,03;4,73;5,3
250170 BARRA DE SAO MIGUEL;2,85;8,63;0,8;3,73
250180 BAYEUX;10,71;25,37;11,71;16,18
250190 BELEM;4,68;15,92;8,2;10,19
250200 BELEM DO BREJO DO CRUZ;2,86;13,03;8,73;8,36
250205 BERNARDINO BATISTA;...;5,04;5,43;5,24
250210 BOA VENTURA;4;12,11;7,08;8,12
250215 BOA VISTA;...;13,35;5,16;8,34
250220 BOM JESUS;1,75;7,96;12,85;8,28
250230 BOM SUCESSO;2,26;5,5;4,46;4,09
250240 BONITO DE SANTA FE;3,17;11,62;4,17;6,59
250250 BOQUEIRAO;2,93;12,62;5,83;6,11
250260 IGARACY;4,03;5,66;5,56;5,2
250270 BORBOREMA;1,65;15,3;5,69;8,13
250280 BREJO DO CRUZ;1,72;6,44;6,94;5,1
250290 BREJO DOS SANTOS;5,83;12,8;19,79;13,2
250300 CAAPORA;3,8;28,33;12,24;15,8
250310 CABACEIRAS;3,65;9,76;7;6,71
250320 CABEDELO;11,73;19,14;11,46;14,07
250330 CACHOEIRA DOS INDIOS;2,42;6,08;8,61;6,22
250340 CACIMBA DE AREIA;1,96;14,11;3,73;7,27
250350 CACIMBA DE DENTRO;9,96;10,29;6,89;8,95
250355 CACIMBAS;...;1,3;7,9;4,38
250360 CAICARA;3,21;3,84;7,9;4,97
250370 CAJAZEIRAS;2,33;12,73;6,28;7,43
250375 CAJAZEIRINHAS;...;7,25;1,62;4,64
250380 CALDAS BRANDAO;3,61;9,03;9,18;7,64
250390 CAMALAU;2,87;4,64;6,18;4,64
250400 CAMPINA GRANDE;6,13;18,64;10,7;12,12
250403 CAPIM;...;12,08;21,23;17,72
250407 CARAUBAS;...;6,81;2,52;4,21
250410 CARRAPATEIRA;-;0,81;1,91;0,98
250415 CASSERENGUE;...;3,71;2,75;3,26
250420 CATINGUEIRA;5,05;17,62;10,8;11,46
250430 CATOLE DO ROCHA;3,87;7,95;7,96;6,91
250435 CATURITE;...;5,93;1,64;3,48
250440 CONCEICAO;2,02;10,47;9,14;7,22
250450 CONDADO;7,03;6,71;7,38;7,07
250460 CONDE;0,94;16,99;8,01;9,67
250470 CONGO;9,29;7,82;2,87;6,49
250480 COREMAS;1,56;13,72;8,18;8,13
250485 COXIXOLA;...;3,33;4,83;4,3
250490 CRUZ DO ESPIRITO SANTO;4,12;9,71;9,08;7,97
250500 CUBATI;1,72;6,16;9,54;6,21
250510 CUITE;3,16;9,76;4,9;6,02
250520 CUITEGI;4,65;12,54;14,19;10,96
250523 CUITE DE MAMANGUAPE;...;4,39;14,57;9,34
250527 CURRAL DE CIMA;...;4,34;4,04;4,19
250530 CURRAL VELHO;1,39;5,88;11,41;6,64
250535 DAMIAO;...;4,63;3,59;3,97
250540 DESTERRO;2,18;5,14;4,15;3,65
250550 VISTA SERRANA;0,44;0,82;5,02;2,22
250560 DIAMANTE;3,41;2,33;10,91;5,59
250570 DONA INES;0,83;4,14;4,67;3,42
250580 DUAS ESTRADAS;2,06;12,15;5;5,76
250590 EMAS;4,22;15,33;9,11;9,7
250600 ESPERANCA;6,06;13,79;8,62;9,84
250610 FAGUNDES;2,19;8,72;4,87;5,38
250620 FREI MARTINHO;0,89;1,28;3,22;1,82
250625 GADO BRAVO;...;5,28;4,2;4,77
250630 GUARABIRA;6,62;16,44;8,57;10,81
250640 GURINHEM;6,47;10,02;5,97;7,6
250650 GURJAO;8,38;7,16;5,44;7,1
250660 IBIARA;0,96;9,68;6,48;6,01
250670 IMACULADA;1,62;2,83;3,65;2,81
250680 INGA;2,12;10,68;9,12;7,24
250690 ITABAIANA;2,94;18,36;8,31;10,27
250700 ITAPORANGA;2,87;12,18;10,66;9,24
250710 ITAPOROROCA;4,15;15,77;10,28;10,82
250720 ITATUBA;0,12;10,77;9,56;6,8
250730 JACARAU;4,07;7;7,92;6,33
250740 JERICO;4,79;4,02;8,37;5,56
250750 JOAO PESSOA;6,5;17,61;9,74;11,58
250760 JUAREZ TAVORA;2,12;7,05;5,29;5,02
250770 JUAZEIRINHO;3,63;10,99;4,17;6,03
250780 JUNCO DO SERIDO;6,22;11,42;6,63;8,16
250790 JURIPIRANGA;2,58;12,81;9,34;8,41
250800 JURU;0,35;4,26;4,86;3,25
250810 LAGOA;3,84;2,53;5,78;3,93
250820 LAGOA DE DENTRO;1,66;9,18;8,75;6,74
250830 LAGOA SECA;5,39;9,3;6,5;7,14
250840 LASTRO;0,56;9,76;20,74;10,35
250850 LIVRAMENTO;4,14;8,32;3,13;5,21
250855 LOGRADOURO;...;5,43;4,07;4,71
250860 LUCENA;2,66;16,8;9,93;10,26
250870 MAE D'AGUA;1,7;4,04;8,82;5,2
250880 MALTA;2,86;4,42;9,73;5,97
250890 MAMANGUAPE;5,2;14,62;12,88;10,79
250900 MANAIRA;0,58;5,24;3,61;3,34
250905 MARCACAO;...;10,1;4,64;6,78
250910 MARI;3,71;12,12;9,78;8,76
250915 MARIZOPOLIS;...;22,87;9,02;15,35
250920 MASSARANDUBA;3,61;12,92;6,8;7,93
250930 MATARACA;9,06;18,15;13,45;13,85
250933 MATINHAS;...;2,2;4,29;3,36
250937 MATO GROSSO;...;16,52;6,63;11,62
250939 MATUREIA;...;4,16;6,04;5,27
250940 MOGEIRO;1,52;8,32;11,04;7,01
250950 MONTADAS;-;7,54;3,36;3,91
250960 MONTE HOREBE;1,09;5,49;6,76;4,65
250970 MONTEIRO;3,36;13,02;4,55;7,03
250980 MULUNGU;3,5;9,72;12,66;8,85
250990 NATUBA;3,91;2,57;4,64;3,69
251000 NAZAREZINHO;0,94;5,53;5,6;4,22
251010 NOVA FLORESTA;2,26;11,03;5,48;6,72
251020 NOVA OLINDA;1,04;10,27;10,46;7,73
251030 NOVA PALMEIRA;2,89;3,63;1,74;2,64
251040 OLHO D'AGUA;4,63;7,23;5,46;5,85
251050 OLIVEDOS;1,8;12,27;10,72;8,15
251060 OURO VELHO;6,89;17,59;5,55;10,23
251065 PARARI;...;3,34;5,32;4,28
251070 PASSAGEM;3,29;14,87;7,59;8,07
251080 PATOS;4,96;15,84;8,4;10,15
251090 PAULISTA;2,31;4,3;3,8;3,59
251100 PEDRA BRANCA;0,83;5,86;19,14;8,54
251110 PEDRA LAVRADA;1,69;6,18;5,69;4,7
251120 PEDRAS DE FOGO;3,47;11,91;10,09;8,79
251130 PIANCO;7,19;9,28;8,12;8,24
251140 PICUI;2,24;6,94;5,61;5
251150 PILAR;3,68;10,84;9,05;7,77
251160 PILOES;1,72;4,52;6,49;4,44
251170 PILOEZINHOS;1;5,2;3,71;3,63
251180 PIRPIRITUBA;6,01;14,15;9,95;10
251190 PITIMBU;6,86;9,02;6,64;7,49
251200 POCINHOS;5,14;16,45;8,59;10,3
251203 POCO DANTAS;...;4,82;2,45;3,69
251207 POCO DE JOSE DE MOURA;...;1,92;4,47;3,4
251210 POMBAL;3,07;10,97;7,47;7,1
251220 PRATA;23,46;11,7;6,91;12,75
251230 PRINCESA ISABEL;3,91;12,75;6,51;7,57
251240 PUXINANA;3,16;13,78;4,2;7,16
251250 QUEIMADAS;7,68;11,83;8,09;9,18
251260 QUIXABA;0,57;19,13;13,33;11,22
251270 REMIGIO;1,93;10,82;6,06;6,22
251272 PEDRO REGIS;...;3,66;5,27;4,41
251274 RIACHAO;...;3,26;3,48;3,35
251275 RIACHAO DO BACAMARTE;...;24,89;7,7;15,37
251276 RIACHAO DO POCO;...;10,2;4;6,18
251278 RIACHO DE SANTO ANTONIO;...;12,81;5,91;8,25
251280 RIACHO DOS CAVALOS;0,14;4,38;4,85;3,28
251290 RIO TINTO;12,02;24,46;10,58;15,56
251300 SALGADINHO;4,28;5,75;5,25;5,23
251310 SALGADO DE SAO FELIX;3,07;4,45;7,68;5,06
251315 SANTA CECILIA;...;1,56;1,45;1,5
251320 SANTA CRUZ;2,87;9,93;3,95;5,85
251330 SANTA HELENA;5,02;4,87;13,68;7,87
251335 SANTA INES;...;7,11;13,82;10,7
251340 SANTA LUZIA;2,43;13,74;7,68;8,23
251350 SANTANA DE MANGUEIRA;0,32;10,9;5,77;6,34
251360 SANTANA DOS GARROTES;1,89;7,62;7,23;5,96
251365 JOCA CLAUDINO;...;5,79;2,27;4,08
251370 SANTA RITA;9,81;24,23;11,31;15,49
251380 SANTA TERESINHA;1,91;9,95;6,91;6,32
251385 SANTO ANDRE;...;1,47;4,31;2,92
251390 SAO BENTO;2,55;8,62;2,65;4,61
251392 SAO BENTINHO;...;5,76;6,58;6,2
251394 SAO DOMINGOS DO CARIRI;...;3,49;4,55;4,08
251396 SAO DOMINGOS;...;10,14;6,05;7,83
251398 SAO FRANCISCO;...;7,17;4,75;6,11
251400 SAO JOAO DO CARIRI;3,75;9,9;5,52;6,17
251410 SAO JOAO DO TIGRE;3,75;4,67;2,21;3,62
251420 SAO JOSE DA LAGOA TAPADA;0,2;2,08;5,52;2,82
251430 SAO JOSE DE CAIANA;3,3;0,49;3,35;2,35
251440 SAO JOSE DE ESPINHARAS;4,15;14,51;2,56;7,1
251445 SAO JOSE DOS RAMOS;...;7,18;4,46;5,79
251450 SAO JOSE DE PIRANHAS;1,67;7,74;6,83;5,76
251455 SAO JOSE DE PRINCESA;...;3,3;4,55;3,82
251460 SAO JOSE DO BONFIM;6,97;13,81;7,1;9,55
251465 SAO JOSE DO BREJO DO CRUZ;...;10,85;16,06;13,71
251470 SAO JOSE DO SABUGI;1,27;7,74;2,75;3,97
251480 SAO JOSE DOS CORDEIROS;4,13;4,42;3,17;3,91
251490 SAO MAMEDE;9,62;13,6;6,33;9,88
251500 SAO MIGUEL DE TAIPU;3,16;2,37;2,97;2,78
251510 SAO SEBASTIAO DE LAGOA DE ROCA;10,27;5,93;6,87;7,36
251520 SAO SEBASTIAO DO UMBUZEIRO;0,41;3,39;7,46;3,59
251530 SAPE;3,88;17,89;13,09;11,49
251540 SAO VICENTE DO SERIDO;1,62;5,35;6,52;4,94
251550 SERRA BRANCA;8,45;12,91;6,61;9,13
251560 SERRA DA RAIZ;9,94;5,17;7,82;7,62
251570 SERRA GRANDE;1,71;3,03;5,87;3,8
251580 SERRA REDONDA;4,17;8,85;5,31;6,08
251590 SERRARIA;1,17;11,72;4,59;5,1
251593 SERTAOZINHO;...;8,03;4,67;6,14
251597 SOBRADO;...;4,64;7,09;5,96
251600 SOLANEA;4,48;16;7,11;9,37
251610 SOLEDADE;3,44;11,33;5,23;6,87
251615 SOSSEGO;...;3,8;2,02;2,83
251620 SOUSA;4,98;14,6;9,75;9,76
251630 SUME;4,61;18,57;8,03;10,21
251640 TACIMA;1,58;8,92;9,81;6,4
251650 TAPEROA;1,74;15,25;7,98;8,4
251660 TAVARES;2,57;7,76;6,44;5,82
251670 TEIXEIRA;1,84;8,24;6,21;5,25
251675 TENORIO;...;15,38;6,13;10,2
251680 TRIUNFO;4,68;5,14;7,52;5,85
251690 UIRAUNA;1,83;10,17;6,16;5,88
251700 UMBUZEIRO;2;4,91;3,95;3,46
251710 VARZEA;1,6;6,97;5,76;5,1
251720 VIEIROPOLIS;...;5,07;9,19;7,23
251740 ZABELE;...;-;7,85;4,45
260005 ABREU E LIMA;10,8;26,51;17,97;19,14
260010 AFOGADOS DA INGAZEIRA;3,95;13,29;7,59;8,71
260020 AFRANIO;3,11;5,14;6,2;5,03
260030 AGRESTINA;0,87;9,59;6,46;6,08
260040 AGUA PRETA;4,04;33,27;21,19;17,91
260050 AGUAS BELAS;6,38;14;6,55;9,03
260060 ALAGOINHA;3,74;11,22;5,52;7,06
260070 ALIANCA;6,28;23,19;16,68;15,52
260080 ALTINHO;3,36;9,3;4,67;5,83
260090 AMARAJI;7,36;15,54;10,89;11,5
260100 ANGELIM;4,9;9,07;4,27;6,17
260105 ARACOIABA;...;26,78;22,89;24,59
260110 ARARIPINA;3,39;9,72;5,4;6,34
260120 ARCOVERDE;6,39;16,96;10,86;11,75
260130 BARRA DE GUABIRABA;1,62;15,95;8,32;8,81
260140 BARREIROS;10,01;30,65;17,93;20,16
260150 BELEM DE MARIA;4,61;20,12;9,38;10,87
260160 BELEM DE SAO FRANCISCO;4,05;13,71;7,26;8,33
260170 BELO JARDIM;6,75;14,41;9,3;10,45
260180 BETANIA;3,75;6,21;3,59;4,64
260190 BEZERROS;7,47;17,57;9,17;11,58
260200 BODOCO;2,52;8,67;6,07;5,94
260210 BOM CONSELHO;2,39;8,12;8,04;6,6
260220 BOM JARDIM;4,22;7,97;5,63;6,04
260230 BONITO;12,4;14,69;11,34;12,85
260240 BREJAO;4,88;5,39;7,93;6,17
260250 BREJINHO;3,59;7,24;6,89;6,09
260260 BREJO DA MADRE DE DEUS;1,91;7,18;4,9;4,91
260270 BUENOS AIRES;2,74;18,27;11,04;10,9
260280 BUIQUE;2,78;9,23;7,26;6,75
260290 CABO DE SANTO AGOSTINHO;10,51;28,19;16,77;19,1
260300 CABROBO;3,23;12,46;10,19;9,06
260310 CACHOEIRINHA;1,69;8,87;5,55;5,72
260320 CAETES;1,51;3,14;2,9;2,63
260330 CALCADO;0,28;3,86;1,79;2,2
260340 CALUMBI;3,42;3,57;9,91;5,48
260345 CAMARAGIBE;10,53;22,09;14,61;16,29
260350 CAMOCIM DE SAO FELIX;2,51;17,88;10,18;10,58
260360 CAMUTANGA;5,9;19,31;12,29;12,66
260370 CANHOTINHO;4,74;9,5;4,86;6,59
260380 CAPOEIRAS;2,8;4,37;3,6;3,64
260390 CARNAIBA;2,94;7,53;6,37;5,46
260392 CARNAUBEIRA DA PENHA;...;11,2;7,82;9,41
260400 CARPINA;5,07;26,11;11,98;14,64
260410 CARUARU;4,71;11,77;6,7;7,84
260415 CASINHAS;...;6,36;9,01;7,72
260420 CATENDE;7,73;25,11;16,23;16,5
260430 CEDRO;2,41;8,5;6,01;5,84
260440 CHA DE ALEGRIA;8,71;20,6;18,45;16,34
260450 CHA GRANDE;3,32;13,08;8,2;8,77
260460 CONDADO;4,89;22,74;14,82;14,74
260470 CORRENTES;7;9,03;4,92;7,08
260480 CORTES;0,78;20,88;6,6;9,62
260490 CUMARU;3,76;19,52;7,22;11,32
260500 CUPIRA;1,01;10,89;5,78;6,06
260510 CUSTODIA;7,47;19,47;7,6;11,56
260515 DORMENTES;...;2,34;2,96;2,68
260520 ESCADA;9,66;26,71;16,58;17,78
260530 EXU;2,93;9,14;7,19;6,51
260540 FEIRA NOVA;3,23;10,4;8,75;7,91
260545 FERNANDO DE NORONHA;4,91;1,5;3;2,87
260550 FERREIROS;2,81;20,13;10,8;11,68
260560 FLORES;3,39;7,19;5,37;5,51
260570 FLORESTA;3,06;18,89;8,16;9,73
260580 FREI MIGUELINHO;2,81;6,29;3,88;4,25
260590 GAMELEIRA;5,77;22,99;13,12;14,23
260600 GARANHUNS;4,17;16,47;11,02;11,16
260610 GLORIA DO GOITA;2,54;10,33;6,89;6,95
260620 GOIANA;9,78;21,2;15,33;15,9
260630 GRANITO;1,1;14,16;3,19;5,31
260640 GRAVATA;4,56;17,77;10,16;11,22
260650 IATI;4,98;6,98;4,89;5,71
260660 IBIMIRIM;4,48;17,84;7,44;9,47
260670 IBIRAJUBA;2,66;13,57;1,91;6,14
260680 IGARASSU;14,6;29,36;16,92;20,07
260690 IGUARACY;3,08;9,04;7,81;6,92
260700 INAJA;2,72;6,57;7,39;5,38
260710 INGAZEIRA;0,48;5,45;6,87;4,62
260720 IPOJUCA;4,33;24,18;14,56;15,21
260730 IPUBI;4,06;14,36;9,74;9,81
260740 ITACURUBA;12,48;27,51;16,89;19,11
260750 ITAIBA;1,77;4,55;4,22;3,6
260760 ILHA DE ITAMARACA;7,66;19,51;14,12;14,42
260765 ITAMBE;4,6;19,02;14,45;13,07
260770 ITAPETIM;4,46;5,99;5,62;5,4
260775 ITAPISSUMA;8,34;19,17;12,41;13,79
260780 ITAQUITINGA;1,67;20,22;16,61;13,1
260790 JABOATAO DOS GUARARAPES;10,94;24,51;13,48;16,63
260795 JAQUEIRA;...;34,62;17,6;26,46
260800 JATAUBA;1,3;4,2;3,94;3,17
260805 JATOBA;...;24,31;9,95;16,17
260810 JOAO ALFREDO;5,13;7,91;5,55;6,17
260820 JOAQUIM NABUCO;4,8;16,02;13,84;11,67
260825 JUCATI;...;2,69;1,51;2
260830 JUPI;0,51;4,87;3,17;2,74
260840 JUREMA;1,56;4,29;4,18;3,56
260845 LAGOA DO CARRO;...;13,47;8,05;10,45
260850 LAGOA DE ITAENGA;1,99;14,07;11,5;9,83
260860 LAGOA DO OURO;2,31;5,78;7,37;5,43
260870 LAGOA DOS GATOS;0,92;6,97;5,02;4,58
260875 LAGOA GRANDE;...;11,47;11,1;11,25
260880 LAJEDO;2,96;10,51;5,55;6,59
260890 LIMOEIRO;6,62;17,37;9,18;11,32
260900 MACAPARANA;4,15;19,54;10,4;11,82
260910 MACHADOS;6,31;9,96;7,29;8,02
260915 MANARI;...;1,6;5,08;3,76
260920 MARAIAL;3,93;17,93;9,48;9,35
260930 MIRANDIBA;3,41;8,39;8,21;6,8
260940 MORENO;11,02;24,42;18,1;18,57
260950 NAZARE DA MATA;9,32;27,86;12,48;16,69
260960 OLINDA;11,17;23,58;13,01;16,13
260970 OROBO;3,82;7,33;6,85;6,2
260980 OROCO;11,91;7,93;5,73;8,01
260990 OURICURI;2,98;14,27;8,69;8,28
261000 PALMARES;7,79;23,62;16,6;16,15
261010 PALMEIRINA;2,63;7,52;13,36;8,1
261020 PANELAS;2,28;6;6,03;5,01
261030 PARANATAMA;1,84;1,72;2,84;2,11
261040 PARNAMIRIM;1,43;8,56;9,74;6,9
261050 PASSIRA;6,25;9,31;8,57;8,15
261060 PAUDALHO;8,55;25,6;14,68;16,74
261070 PAULISTA;10,74;24,02;14,36;16,8
261080 PEDRA;3,02;7,09;7,51;6,09
261090 PESQUEIRA;4,02;13,68;7,78;8,65
261100 PETROLANDIA;11,41;18,97;11,4;13,74
261110 PETROLINA;5,78;17,13;10,08;11,35
261120 POCAO;0,4;2,79;2,52;1,96
261130 POMBOS;10,53;10,05;10,43;10,32
261140 PRIMAVERA;5,83;20,08;11,27;12,64
261150 QUIPAPA;1,99;16,5;7,91;8,82
261153 QUIXABA;...;5,61;3,47;4,56
261160 RECIFE;9,69;21;12,21;14,52
261170 RIACHO DAS ALMAS;3,04;8,27;4,94;5,53
261180 RIBEIRAO;13,89;27,97;15,35;19,11
261190 RIO FORMOSO;9,06;25,58;16,31;15,94
261200 SAIRE;1,12;8,03;4,8;5,12
261210 SALGADINHO;3,24;5,96;20,04;10,55
261220 SALGUEIRO;3,2;19,32;11,48;11,84
261230 SALOA;0,94;3,96;3,97;3,09
261240 SANHARO;2,67;9,53;12,1;8,69
261245 SANTA CRUZ;...;16,2;9,06;11,72
261247 SANTA CRUZ DA BAIXA VERDE;...;6,33;5,45;5,85
261250 SANTA CRUZ DO CAPIBARIBE;2,54;4,37;2,24;2,97
261255 SANTA FILOMENA;...;6,47;4,84;5,65
261260 SANTA MARIA DA BOA VISTA;12,02;8,86;6,74;8,97
261270 SANTA MARIA DO CAMBUCA;3,17;4,79;1,89;3,19
261280 SANTA TEREZINHA;1,28;7,5;17,52;9,32
261290 SAO BENEDITO DO SUL;2,53;10,73;14,05;9,12
261300 SAO BENTO DO UNA;1,69;8,6;6,74;5,96
261310 SAO CAITANO;5,3;14,96;5,37;8,67
261320 SAO JOAO;1,82;5,98;4,69;4,39
261330 SAO JOAQUIM DO MONTE;1,74;13,21;2,89;6,67
261340 SAO JOSE DA COROA GRANDE;5,37;30,59;15,64;18,21
261350 SAO JOSE DO BELMONTE;4,55;12,87;7,43;8,4
261360 SAO JOSE DO EGITO;2,53;11,58;8,96;8,04
261370 SAO LOURENCO DA MATA;9,26;23,26;16,89;17,02
261380 SAO VICENTE FERRER;4,55;15,14;10,97;10,49
261390 SERRA TALHADA;3,66;12,19;7,26;7,89
261400 SERRITA;1,7;11,35;6,69;6,9
261410 SERTANIA;6,3;20,9;8,7;11,9
261420 SIRINHAEM;3,73;20,77;15,68;13,8
261430 MOREILANDIA;4,75;3,6;4,76;4,34
261440 SOLIDAO;0,19;5,87;5,73;4,26
261450 SURUBIM;6,06;12,68;6,91;8,44
261460 TABIRA;2,91;8,85;7,64;6,71
261470 TACAIMBO;4,2;5,87;3,8;4,7
261480 TACARATU;4,07;7,62;6,1;6,05
261485 TAMANDARE;...;27,91;13,42;19,87
261500 TAQUARITINGA DO NORTE;3,98;8,39;4,42;5,5
261510 TEREZINHA;5,21;13,32;4,98;7,73
261520 TERRA NOVA;1,85;6,76;10,16;7
261530 TIMBAUBA;4,08;19,38;12,07;12,17
261540 TORITAMA;1,26;2,11;2,74;2,3
261550 TRACUNHAEM;5,38;17,35;10,92;11,34
261560 TRINDADE;5,73;16,26;8,51;10,43
261570 TRIUNFO;4,52;8,84;4,3;5,66
261580 TUPANATINGA;4,29;6,4;5,1;5,31
261590 TUPARETAMA;12,75;15,99;5,62;10,81
261600 VENTUROSA;8,67;10,39;7,66;8,76
261610 VERDEJANTE;4,6;5,8;9,29;6,9
261618 VERTENTE DO LERIO;...;4,03;3,22;3,65
261620 VERTENTES;5,61;8,29;4,79;5,94
261630 VICENCIA;3,13;15,9;15,24;11,92
261640 VITORIA DE SANTO ANTAO;7,66;18,15;12,51;13,15
261650 XEXEU;...;21,27;17,19;19,12
270010 AGUA BRANCA;4,89;10,25;4,25;6,31
270020 ANADIA;8,56;16,47;13,85;13,34
270030 ARAPIRACA;5,35;13,46;8,47;9,41
270040 ATALAIA;8,41;21,38;14,97;15,18
270050 BARRA DE SANTO ANTONIO;21,6;14,48;12,45;16,21
270060 BARRA DE SAO MIGUEL;3,73;12,46;6,85;8,24
270070 BATALHA;3,22;12,76;9,11;8,89
270080 BELEM;6,42;7,12;6,27;6,61
270090 BELO MONTE;1,67;7,3;4,58;4,6
270100 BOCA DA MATA;3,38;20,44;14,98;13,33
270110 BRANQUINHA;12,63;10,05;7,54;9,96
270120 CACIMBINHAS;4,79;8,16;7,92;6,85
270130 CAJUEIRO;5,74;22,6;14,63;14,22
270135 CAMPESTRE;...;16,74;13,34;14,94
270140 CAMPO ALEGRE;4,98;20,72;24,13;17,34
270150 CAMPO GRANDE;12,14;1,38;5,84;5,9
270160 CANAPI;0,45;9,05;4,16;4,47
270170 CAPELA;11,82;23,97;10,61;15,82
270180 CARNEIROS;0,2;3,85;3,56;2,77
270190 CHA PRETA;2,24;11,55;2,19;5,58
270200 COITE DO NOIA;1,45;8,32;2,06;4,6
270210 COLONIA LEOPOLDINA;6,99;14,02;10,77;10,7
270220 COQUEIRO SECO;2,35;17,75;13,4;11,67
270230 CORURIPE;6,29;14,71;10,75;10,84
270235 CRAIBAS;1,32;3,06;2,46;2,39
270240 DELMIRO GOUVEIA;11,17;17,42;12,11;13,6
270250 DOIS RIACHOS;1,57;4,34;2,84;3,06
270255 ESTRELA DE ALAGOAS;...;4,96;4,41;4,64
270260 FEIRA GRANDE;1,12;2,2;2,83;2,16
270270 FELIZ DESERTO;8,03;10,97;14,01;11,52
270280 FLEXEIRAS;8,3;18,88;12,38;13,08
270290 GIRAU DO PONCIANO;5,2;10,16;8,13;8,11
270300 IBATEGUARA;4,25;19,4;7,81;11,06
270310 IGACI;3,22;4,62;5,42;4,54
270320 IGREJA NOVA;7,89;10,6;4,87;7,61
270330 INHAPI;2,49;8,25;3,86;5,14
270340 JACARE DOS HOMENS;2,52;4,54;7,34;5,06
270350 JACUIPE;4,73;19,14;10,35;10,75
270360 JAPARATINGA;5,27;16,28;11,82;11,27
270370 JARAMATAIA;12,18;14,63;8,54;11,72
270375 JEQUIA DA PRAIA;...;...;11,19;11,19
270380 JOAQUIM GOMES;12,53;24,71;6,61;14,54
270390 JUNDIA;6,66;16,17;6,41;8,62
270400 JUNQUEIRO;1,87;13,88;8,69;8,44
270410 LAGOA DA CANOA;4,54;16,07;3,22;8,86
270420 LIMOEIRO DE ANADIA;1,41;9,95;8,23;7,15
270430 MACEIO;9,12;22,87;12,01;14,95
270440 MAJOR ISIDORO;1,6;10,76;7,39;6,81
270450 MARAGOGI;3,97;16,66;7,78;9,73
270460 MARAVILHA;9,49;8,41;6,48;7,9
270470 MARECHAL DEODORO;5,93;17,07;11,55;12,33
270480 MARIBONDO;3,33;15,77;8,78;9,62
270490 MAR VERMELHO;2,61;8,99;9,33;7,43
270500 MATA GRANDE;0,63;2,79;1,62;1,72
270510 MATRIZ DE CAMARAGIBE;8,21;19,45;16,31;14,89
270520 MESSIAS;7,06;34,12;17,89;20,44
270530 MINADOR DO NEGRAO;6,24;15,37;7,27;9,72
270540 MONTEIROPOLIS;9,99;7,96;14,19;10,86
270550 MURICI;3,69;18,45;14,53;12
270560 NOVO LINO;1,99;19,39;9,53;9,26
270570 OLHO D'AGUA DAS FLORES;3,75;13,62;6,97;8,38
270580 OLHO D'AGUA DO CASADO;3,43;11,73;6,98;7,76
270590 OLHO D'AGUA GRANDE;4,94;0,8;1,58;2,1
270600 OLIVENCA;0,99;12,45;6,38;6,88
270610 OURO BRANCO;9,5;9,32;6,85;8,5
270620 PALESTINA;3,35;4,98;8,15;5,8
270630 PALMEIRA DOS INDIOS;5,94;13,77;8,18;9,46
270640 PAO DE ACUCAR;2,15;8,81;8,31;6,72
270642 PARICONHA;...;4;3,36;3,65
270644 PARIPUEIRA;...;41,85;11,7;23,89
270650 PASSO DE CAMARAGIBE;3,22;11,17;9,48;7,9
270660 PAULO JACINTO;13,23;14,64;10,77;12,73
270670 PENEDO;7,34;19,33;12,44;13,31
270680 PIACABUCU;7,16;15,62;13,43;12,21
270690 PILAR;7,34;20,34;15,53;14,69
270700 PINDOBA;5,71;3,95;9,33;6,17
270710 PIRANHAS;3,45;13,04;6,96;8,19
270720 POCO DAS TRINCHEIRAS;2,43;1,74;6,13;3,32
270730 PORTO CALVO;6,44;22,65;10,76;13,11
270740 PORTO DE PEDRAS;3,43;18,45;4,67;8,85
270750 PORTO REAL DO COLEGIO;4,97;9,67;13,59;9,74
270760 QUEBRANGULO;2,74;11,22;5,32;6,88
270770 RIO LARGO;10,49;27,71;16,63;18,91
270780 ROTEIRO;2,36;15,78;14,11;10,38
270790 SANTA LUZIA DO NORTE;9,8;29,82;14,32;18,57
270800 SANTANA DO IPANEMA;4,55;12,4;8,67;8,86
270810 SANTANA DO MUNDAU;4,72;4,79;6,73;5,44
270820 SAO BRAS;5,49;10,4;7,05;7,77
270830 SAO JOSE DA LAJE;3,3;22,4;10,01;11,41
270840 SAO JOSE DA TAPERA;1,82;9,34;4,44;5,4
